idx,idx_Top10,idx_original,Original_ID,synset,Name,ILSVRC2012_ID,WNID,Words,Img_Name,HHI_Score,Top3_sum,Top5_sum,child,L1.class,L2.class,L3.class,L4.class,L5.class
818,3840,4014,352,n03884397,Panpipe,352,n03884397,"panpipe, pandean pipe, syrinx",ILSVRC2012_val_00004015.JPEG,9986.427689,99.97026219,99.97268754,Panpipe,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
819,3843,4017,256,n03393912,Freight Car,256,n03393912,freight car,ILSVRC2012_val_00004018.JPEG,9756.154148,98.87724219,98.90193956,Freight_Car,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
820,3855,4029,101,n02364673,Guinea Pig,101,n02364673,"guinea pig, Cavia cobaya",ILSVRC2012_val_00004030.JPEG,9749.622105,99.35226483,99.36291475,Guinea_Pig,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
821,3858,4032,943,n04235860,Sleeping Bag,943,n04235860,sleeping bag,ILSVRC2012_val_00004033.JPEG,9795.871011,99.02042342,99.03958154,Sleeping_Bag,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
822,3861,4035,270,n03670208,Limousine,270,n03670208,"limousine, limo",ILSVRC2012_val_00004036.JPEG,5288.238625,80.4313914,85.1905405,Limousine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
823,3862,4036,392,n01560419,Bulbul,392,n01560419,bulbul,ILSVRC2012_val_00004037.JPEG,9707.684186,98.56081416,98.58095457,Bulbul,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
824,3863,4037,92,n02494079,Squirrel Monkey,92,n02494079,"squirrel monkey, Saimiri sciureus",ILSVRC2012_val_00004038.JPEG,4069.364984,91.3936625,91.96154555,Squirrel_Monkey,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
825,3875,4050,650,n01924916,Flatworm,650,n01924916,"flatworm, platyhelminth",ILSVRC2012_val_00004051.JPEG,1678.799363,60.644978,65.4725484,Flatworm,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
826,3876,4052,210,n02093754,Border Terrier,210,n02093754,Border terrier,ILSVRC2012_val_00004053.JPEG,9268.762731,97.65573208,97.83431348,Border_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
827,3885,4062,722,n03930313,Picket Fence,722,n03930313,"picket fence, paling",ILSVRC2012_val_00004063.JPEG,9658.496829,99.56807586,99.61033822,Picket_Fence,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
828,3886,4063,129,n02326432,Hare,129,n02326432,hare,ILSVRC2012_val_00004064.JPEG,9545.554297,97.85430792,97.97636831,Hare,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
829,3893,4070,701,n02980441,Castle,701,n02980441,castle,ILSVRC2012_val_00004071.JPEG,1048.097072,49.711944,67.756933,Castle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
830,3899,4076,45,n02093256,Staffordshire Bullterrier,45,n02093256,"Staffordshire bullterrier, Staffordshire bull terrier",ILSVRC2012_val_00004077.JPEG,9830.737483,99.42049602,99.50244167,Staffordshire_Bullterrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
831,3905,4082,869,n03782006,Monitor,869,n03782006,monitor,ILSVRC2012_val_00004083.JPEG,1994.499791,70.830511,77.1627831,Monitor,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
832,3910,4087,95,n02123597,Siamese Cat,95,n02123597,"Siamese cat, Siamese",ILSVRC2012_val_00004088.JPEG,8886.358541,94.63823147,94.77566777,Siamese_Cat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
833,3916,4093,718,n02788148,Bannister,718,n02788148,"bannister, banister, balustrade, balusters, handrail",ILSVRC2012_val_00004094.JPEG,9364.86253,98.3717814,98.72139793,Bannister,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
834,3918,4096,117,n02102973,Irish Water Spaniel,117,n02102973,Irish water spaniel,ILSVRC2012_val_00004097.JPEG,9278.488953,96.99356159,97.12594497,Irish_Water_Spaniel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
835,3919,4097,948,n07873807,Pizza,948,n07873807,"pizza, pizza pie",ILSVRC2012_val_00004098.JPEG,8554.462908,92.83004402,93.04138332,Pizza,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
836,3922,4100,896,n02669723,Academic Gown,896,n02669723,"academic gown, academic robe, judge's robe",ILSVRC2012_val_00004101.JPEG,9601.000339,99.69926535,99.73579084,Academic_Gown,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
837,3923,4101,471,n01693334,Green Lizard,471,n01693334,"green lizard, Lacerta viridis",ILSVRC2012_val_00004102.JPEG,3316.304629,78.8885275,87.4073243,Green_Lizard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
838,3928,4106,219,n04086273,Revolver,219,n04086273,"revolver, six-gun, six-shooter",ILSVRC2012_val_00004107.JPEG,9975.35822,99.89539022,99.90343315,Revolver,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
839,3929,4108,939,n04026417,Purse,939,n04026417,purse,ILSVRC2012_val_00004109.JPEG,6813.233517,93.5773976,94.66497063,Purse,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
840,3931,4110,302,n03742115,Medicine Chest,302,n03742115,"medicine chest, medicine cabinet",ILSVRC2012_val_00004111.JPEG,9568.991091,97.98918077,98.13529441,Medicine_Chest,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
841,3933,4112,614,n01978455,Rock Crab,614,n01978455,"rock crab, Cancer irroratus",ILSVRC2012_val_00004113.JPEG,1721.529216,62.356619,66.59471554,Rock_Crab,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
842,3935,4114,961,n03595614,Jersey,961,n03595614,"jersey, T-shirt, tee shirt",ILSVRC2012_val_00004115.JPEG,4678.393507,84.4331425,85.65708137,Jersey,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
843,3939,4118,280,n03417042,Garbage Truck,280,n03417042,"garbage truck, dustcart",ILSVRC2012_val_00004119.JPEG,4286.487452,73.6784307,78.380323,Garbage_Truck,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
844,3940,4119,309,n03376595,Folding Chair,309,n03376595,folding chair,ILSVRC2012_val_00004120.JPEG,9326.177029,96.76603137,96.82481452,Folding_Chair,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
845,3942,4121,734,n07711569,Mashed Potato,734,n07711569,mashed potato,ILSVRC2012_val_00004122.JPEG,8928.039764,95.94568523,96.21166051,Mashed_Potato,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
846,3944,4124,663,n04111531,Rotisserie,663,n04111531,rotisserie,ILSVRC2012_val_00004125.JPEG,6327.390466,82.4763328,84.2074322,Rotisserie,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
847,3945,4125,365,n09256479,Coral Reef,365,n09256479,coral reef,ILSVRC2012_val_00004126.JPEG,2860.564528,80.4775745,86.323393,Coral_Reef,entity.n.01,physical_entity.n.01,object.n.01,geological_formation.n.01,natural_elevation.n.01
848,3946,4126,457,n02641379,Gar,457,n02641379,"gar, garfish, garpike, billfish, Lepisosteus osseus",ILSVRC2012_val_00004127.JPEG,2983.252471,78.3381366,81.6575847,Gar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
849,3953,4134,153,n02128757,Snow Leopard,153,n02128757,"snow leopard, ounce, Panthera uncia",ILSVRC2012_val_00004135.JPEG,3369.100389,90.6520725,91.23064577,Snow_Leopard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
850,3979,4163,607,n01774384,Black Widow,607,n01774384,"black widow, Latrodectus mactans",ILSVRC2012_val_00004164.JPEG,9294.565192,97.39966824,97.65947759,Black_Widow,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
851,3986,4171,602,n01770081,Harvestman,602,n01770081,"harvestman, daddy longlegs, Phalangium opilio",ILSVRC2012_val_00004172.JPEG,7877.696411,90.96367165,91.37269385,Harvestman,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
852,3994,4179,86,n02107683,Bernese Mountain Dog,86,n02107683,Bernese mountain dog,ILSVRC2012_val_00004180.JPEG,2415.84742,82.73619,85.9091461,Bernese_Mountain_Dog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
853,4009,4194,975,n07695742,Pretzel,975,n07695742,pretzel,ILSVRC2012_val_00004195.JPEG,370.9240671,30.2125575,40.1818738,Pretzel,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
854,4012,4197,322,n07753275,Pineapple,322,n07753275,"pineapple, ananas",ILSVRC2012_val_00004198.JPEG,9162.656914,98.04580388,98.0793204,Pineapple,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
855,4016,4201,778,n03127747,Crash Helmet,778,n03127747,crash helmet,ILSVRC2012_val_00004202.JPEG,9345.639983,96.80280608,96.90458995,Crash_Helmet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
856,4028,4215,745,n07730033,Cardoon,745,n07730033,cardoon,ILSVRC2012_val_00004216.JPEG,6888.407392,93.4732425,93.66521571,Cardoon,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
857,4029,4216,123,n02097047,Miniature Schnauzer,123,n02097047,miniature schnauzer,ILSVRC2012_val_00004217.JPEG,9710.808545,99.29407441,99.34839402,Miniature_Schnauzer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
858,4034,4221,481,n01734418,King Snake,481,n01734418,"king snake, kingsnake",ILSVRC2012_val_00004222.JPEG,1267.422365,54.9004825,61.6464421,King_Snake,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
859,4035,4222,192,n02100877,Irish Setter,192,n02100877,"Irish setter, red setter",ILSVRC2012_val_00004223.JPEG,6669.808003,84.997732,86.4810577,Irish_Setter,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
860,4039,4226,137,n02486410,Baboon,137,n02486410,baboon,ILSVRC2012_val_00004227.JPEG,4860.186761,76.72878253,77.39584975,Baboon,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
861,4047,4234,420,n01855672,Goose,420,n01855672,goose,ILSVRC2012_val_00004235.JPEG,9779.676937,99.25469291,99.34802601,Goose,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
862,4056,4244,389,n01534433,Junco,389,n01534433,"junco, snowbird",ILSVRC2012_val_00004245.JPEG,9370.195662,96.88487408,96.92785834,Junco,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
863,4057,4245,314,n03982430,Pool Table,314,n03982430,"pool table, billiard table, snooker table",ILSVRC2012_val_00004246.JPEG,9925.406641,99.66718806,99.68022849,Pool_Table,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
864,4062,4250,36,n02097130,Giant Schnauzer,36,n02097130,giant schnauzer,ILSVRC2012_val_00004251.JPEG,4729.516252,76.6638385,78.40093704,Giant_Schnauzer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
865,4064,4252,873,n07684084,French Loaf,873,n07684084,French loaf,ILSVRC2012_val_00004253.JPEG,2181.935639,50.6674857,52.569101,French_Loaf,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
866,4070,4258,360,n09468604,Valley,360,n09468604,"valley, vale",ILSVRC2012_val_00004259.JPEG,6023.093298,83.2843119,85.123964,Valley,entity.n.01,physical_entity.n.01,object.n.01,geological_formation.n.01,natural_depression.n.01
867,4071,4259,640,n02268853,Damselfly,640,n02268853,damselfly,ILSVRC2012_val_00004260.JPEG,8436.843855,93.15763895,93.29415449,Damselfly,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
868,4082,4271,104,n02480855,Gorilla,104,n02480855,"gorilla, Gorilla gorilla",ILSVRC2012_val_00004272.JPEG,8806.50334,94.03624053,94.19789896,Gorilla,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
869,4086,4275,202,n02116738,African Hunting Dog,202,n02116738,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",ILSVRC2012_val_00004276.JPEG,9991.866326,99.9893621,99.99318263,African_Hunting_Dog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
870,4091,4280,948,n07873807,Pizza,948,n07873807,"pizza, pizza pie",ILSVRC2012_val_00004281.JPEG,9259.206729,97.86054134,98.04396607,Pizza,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
871,4093,4282,905,n02795169,Barrel,905,n02795169,"barrel, cask",ILSVRC2012_val_00004283.JPEG,3948.810457,89.2603931,90.13422508,Barrel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
872,4095,4284,735,n07720875,Bell Pepper,735,n07720875,bell pepper,ILSVRC2012_val_00004285.JPEG,6519.19505,90.23812562,90.67070647,Bell_Pepper,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
873,4104,4293,54,n02488702,Colobus,54,n02488702,"colobus, colobus monkey",ILSVRC2012_val_00004294.JPEG,8581.320844,92.866276,93.04506175,Colobus,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
874,4107,4297,212,n02444819,Otter,212,n02444819,otter,ILSVRC2012_val_00004298.JPEG,9190.859973,97.3340875,97.66302837,Otter,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
875,4108,4298,933,n02825657,Bell Cote,933,n02825657,"bell cote, bell cot",ILSVRC2012_val_00004299.JPEG,8735.57583,95.6066156,96.20535823,Bell_Cote,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
876,4119,4309,474,n01704323,Triceratops,474,n01704323,triceratops,ILSVRC2012_val_00004310.JPEG,9956.014511,99.78645204,99.78940623,Triceratops,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
877,4120,4310,442,n01484850,Great White Shark,442,n01484850,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",ILSVRC2012_val_00004311.JPEG,7077.207176,87.6339095,88.08520057,Great_White_Shark,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
878,4128,4318,285,n03977966,Police Van,285,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",ILSVRC2012_val_00004319.JPEG,9815.479847,99.60082414,99.69591082,Police_Van,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
879,4144,4335,359,n09246464,Cliff,359,n09246464,"cliff, drop, drop-off",ILSVRC2012_val_00004336.JPEG,8984.546709,96.1199001,96.83504018,Cliff,entity.n.01,physical_entity.n.01,object.n.01,geological_formation.n.01,cliff.n.01
880,4146,4337,698,n03065424,Coil,698,n03065424,"coil, spiral, volute, whorl, helix",ILSVRC2012_val_00004338.JPEG,9949.780036,99.80308187,99.81502763,Coil,entity.n.01,abstraction.n.06,attribute.n.02,shape.n.02,round_shape.n.01
881,4149,4340,146,n02099267,Flat-Coated Retriever,146,n02099267,flat-coated retriever,ILSVRC2012_val_00004341.JPEG,989.8025202,49.344442,57.267921,Flat-Coated_Retriever,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
882,4152,4343,393,n01580077,Jay,393,n01580077,jay,ILSVRC2012_val_00004344.JPEG,8857.38851,94.26857534,94.34725967,Jay,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
883,4155,4347,531,n04376876,Syringe,531,n04376876,syringe,ILSVRC2012_val_00004348.JPEG,6204.03103,86.0476387,88.31298998,Syringe,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
884,4156,4348,216,n01877812,Wallaby,216,n01877812,"wallaby, brush kangaroo",ILSVRC2012_val_00004349.JPEG,8722.222183,93.64675208,93.84034503,Wallaby,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
885,4157,4349,347,n03110669,Cornet,347,n03110669,"cornet, horn, trumpet, trump",ILSVRC2012_val_00004350.JPEG,2711.756354,73.303881,80.3194251,Cornet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
886,4159,4352,250,n04389033,Tank,250,n04389033,"tank, army tank, armored combat vehicle, armoured combat vehicle",ILSVRC2012_val_00004353.JPEG,7719.551722,92.72470096,93.02083239,Tank,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
887,4160,4353,4,n02096294,Australian Terrier,4,n02096294,Australian terrier,ILSVRC2012_val_00004354.JPEG,5687.892986,89.2997517,92.8413853,Australian_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
888,4162,4355,504,n03876231,Paintbrush,504,n03876231,paintbrush,ILSVRC2012_val_00004356.JPEG,9925.25005,99.94283685,99.95146261,Paintbrush,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
889,4165,4358,116,n02086240,Shih-Tzu,116,n02086240,Shih-Tzu,ILSVRC2012_val_00004359.JPEG,8749.982216,95.3295667,95.81888071,Shih-Tzu,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
890,4168,4361,618,n01984695,Spiny Lobster,618,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",ILSVRC2012_val_00004362.JPEG,9299.463892,96.59149613,96.65913777,Spiny_Lobster,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
891,4178,4371,155,n02115641,Dingo,155,n02115641,"dingo, warrigal, warragal, Canis dingo",ILSVRC2012_val_00004372.JPEG,744.9959321,43.0383084,53.9057234,Dingo,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
892,4180,4373,210,n02093754,Border Terrier,210,n02093754,Border terrier,ILSVRC2012_val_00004374.JPEG,9513.347359,97.70142475,97.80509043,Border_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
893,4185,4378,370,n03041632,Cleaver,370,n03041632,"cleaver, meat cleaver, chopper",ILSVRC2012_val_00004379.JPEG,1467.385833,60.642686,69.9318253,Cleaver,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
894,4193,4387,799,n03250847,Drumstick,799,n03250847,drumstick,ILSVRC2012_val_00004388.JPEG,5720.854109,87.557951,92.4570993,Drumstick,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
895,4199,4393,120,n02397096,Warthog,120,n02397096,warthog,ILSVRC2012_val_00004394.JPEG,4199.817571,74.3481864,78.1385415,Warthog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
896,4201,4395,211,n02106662,German Shepherd,211,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian",ILSVRC2012_val_00004396.JPEG,5702.68642,79.7591799,81.38412876,German_Shepherd,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
897,4203,4397,37,n02493509,Titi,37,n02493509,"titi, titi monkey",ILSVRC2012_val_00004398.JPEG,4848.421642,94.0635267,94.75556421,Titi,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
898,4204,4398,576,n02965783,Car Mirror,576,n02965783,car mirror,ILSVRC2012_val_00004399.JPEG,9999.986,99.99997256,99.99997784,Car_Mirror,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
899,4207,4401,476,n01698640,American Alligator,476,n01698640,"American alligator, Alligator mississipiensis",ILSVRC2012_val_00004402.JPEG,9074.574484,97.30688427,98.06892525,American_Alligator,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
900,4215,4409,313,n03179701,Desk,313,n03179701,desk,ILSVRC2012_val_00004410.JPEG,5694.150402,86.3085904,90.4774998,Desk,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
901,4217,4411,563,n02974003,Car Wheel,563,n02974003,car wheel,ILSVRC2012_val_00004412.JPEG,8096.788418,96.4080396,97.28488166,Car_Wheel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
902,4219,4413,797,n03045698,Cloak,797,n03045698,cloak,ILSVRC2012_val_00004414.JPEG,1948.354674,75.180834,79.58936215,Cloak,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
903,4222,4416,444,n01494475,Hammerhead,444,n01494475,"hammerhead, hammerhead shark",ILSVRC2012_val_00004417.JPEG,2783.220344,67.7052964,69.5816901,Hammerhead,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
904,4229,4423,223,n02672831,Accordion,223,n02672831,"accordion, piano accordion, squeeze box",ILSVRC2012_val_00004424.JPEG,9961.742331,99.86368283,99.86660126,Accordion,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
905,4230,4424,333,n03854065,Organ,333,n03854065,"organ, pipe organ",ILSVRC2012_val_00004425.JPEG,9357.732037,97.06318485,97.16177975,Organ,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
906,4233,4427,229,n07745940,Strawberry,229,n07745940,strawberry,ILSVRC2012_val_00004428.JPEG,8359.101523,91.58679937,91.73079744,Strawberry,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
907,4237,4431,910,n03124043,Cowboy Boot,910,n03124043,cowboy boot,ILSVRC2012_val_00004432.JPEG,9998.510057,99.99412369,99.99441501,Cowboy_Boot,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
908,4241,4435,180,n02088632,Bluetick,180,n02088632,bluetick,ILSVRC2012_val_00004436.JPEG,9917.350618,99.99702956,99.99721209,Bluetick,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
909,4243,4437,666,n04517823,Vacuum,666,n04517823,"vacuum, vacuum cleaner",ILSVRC2012_val_00004438.JPEG,9996.922381,99.99758558,99.99800124,Vacuum,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
910,4244,4438,269,n03594945,Jeep,269,n03594945,"jeep, landrover",ILSVRC2012_val_00004439.JPEG,5678.650936,77.5075392,78.83583688,Jeep,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
911,4246,4440,850,n03908714,Pencil Sharpener,850,n03908714,pencil sharpener,ILSVRC2012_val_00004441.JPEG,218.9974154,22.9678929,30.5156185,Pencil_Sharpener,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
912,4248,4442,736,n07714571,Head Cabbage,736,n07714571,head cabbage,ILSVRC2012_val_00004443.JPEG,5437.864582,79.1649953,81.47959595,Head_Cabbage,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
913,4251,4445,549,n04238763,Slide Rule,549,n04238763,"slide rule, slipstick",ILSVRC2012_val_00004446.JPEG,4045.121748,68.7082476,70.7811148,Slide_Rule,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
914,4252,4446,539,n02950826,Cannon,539,n02950826,cannon,ILSVRC2012_val_00004447.JPEG,8430.520802,92.02578989,92.22189339,Cannon,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
915,4253,4447,492,n01755581,Diamondback,492,n01755581,"diamondback, diamondback rattlesnake, Crotalus adamanteus",ILSVRC2012_val_00004448.JPEG,819.3612399,40.85403,59.656459,Diamondback,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
916,4256,4450,435,n02028035,Redshank,435,n02028035,"redshank, Tringa totanus",ILSVRC2012_val_00004451.JPEG,7927.461962,89.17826763,89.28897438,Redshank,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
917,4264,4459,298,n03131574,Crib,298,n03131574,"crib, cot",ILSVRC2012_val_00004460.JPEG,5699.184581,80.0078084,82.404896,Crib,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
918,4265,4460,939,n04026417,Purse,939,n04026417,purse,ILSVRC2012_val_00004461.JPEG,4607.922017,80.1525166,87.6377201,Purse,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
919,4272,4467,930,n06596364,Comic Book,930,n06596364,comic book,ILSVRC2012_val_00004468.JPEG,3105.539913,80.796921,83.068175,Comic_Book,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
920,4273,4468,572,n04019541,Puck,572,n04019541,"puck, hockey puck",ILSVRC2012_val_00004469.JPEG,9488.347042,97.48870064,97.52287509,Puck,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
921,4277,4472,951,n04597913,Wooden Spoon,951,n04597913,wooden spoon,ILSVRC2012_val_00004473.JPEG,569.5271949,31.4922109,38.9765341,Wooden_Spoon,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
922,4280,4475,870,n03857828,Oscilloscope,870,n03857828,"oscilloscope, scope, cathode-ray oscilloscope, CRO",ILSVRC2012_val_00004476.JPEG,8290.544598,92.26928246,92.56362679,Oscilloscope,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
923,4283,4478,195,n02363005,Beaver,195,n02363005,beaver,ILSVRC2012_val_00004479.JPEG,5331.380078,79.7846157,81.26096837,Beaver,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
924,4285,4480,898,n03127925,Crate,898,n03127925,crate,ILSVRC2012_val_00004481.JPEG,6666.063155,84.9716247,87.1332885,Crate,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
925,4289,4484,661,n03761084,Microwave,661,n03761084,"microwave, microwave oven",ILSVRC2012_val_00004485.JPEG,2553.989985,68.36443,78.6389082,Microwave,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
926,4291,4487,557,n04243546,Slot,557,n04243546,"slot, one-armed bandit",ILSVRC2012_val_00004488.JPEG,9929.752138,99.78487476,99.79592216,Slot,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
927,4296,4492,895,n03476991,Hair Spray,895,n03476991,hair spray,ILSVRC2012_val_00004493.JPEG,9730.628198,99.16661481,99.31093274,Hair_Spray,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
928,4303,4500,345,n02676566,Acoustic Guitar,345,n02676566,acoustic guitar,ILSVRC2012_val_00004501.JPEG,710.7555715,39.259616,47.5617622,Acoustic_Guitar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
929,4305,4502,408,n01817953,African Grey,408,n01817953,"African grey, African gray, Psittacus erithacus",ILSVRC2012_val_00004503.JPEG,8527.858963,92.84193521,93.03381468,African_Grey,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
930,4325,4522,786,n04399382,Teddy,786,n04399382,"teddy, teddy bear",ILSVRC2012_val_00004523.JPEG,9965.495194,99.8464571,99.86125472,Teddy,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
